Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser,,time of the day,,browser behaviour
44,Other,Manchester,Secondary,0.694646651,2167,25,0.224411321,Text,Travel,Large,None,Moderate,Simple,Evening,Desktop,Chrome,,,,
25,Female,Leeds,Secondary,0.736573363,6322,288,0.297626568,Text,Fashion,Small,Low,Frequent,Complex,Afternoon,Tablet,Chrome,,,,
50,Male,London,Secondary,0.843968628,3439,218,0.617893693,Text,Food,Medium,Low,Moderate,Simple,Morning,Desktop,Chrome,,,,
54,Male,London,Secondary,0.539425781,970,203,0.351246437,Video,Food,Large,None,Frequent,Simple,Evening,Mobile,Opera,,,,
36,Other,London,Post-secondary,0.488405499,2816,284,0.995654215,Video,Travel,Small,High,Frequent,Complex,Evening,Mobile,Edge,,,,
41,Male,Leeds,Secondary,0.556257352,8519,245,0.228221032,Text,Technology,Medium,Low,Moderate,Moderate,Morning,Tablet,Edge,,,,
39,Female,Glasgow,Post-secondary,0.717017969,3857,236,0.865275405,Image,Travel,Large,None,Frequent,Complex,Evening,Tablet,Opera,,,,
20,Female,Leeds,Post-secondary,0.390937305,6797,188,0.875222769,Text,Travel,Medium,Medium,Frequent,Simple,Afternoon,Desktop,Chrome,,,,
26,Male,Birmingham,Secondary,0.095168247,1238,36,0.437586399,Text,Fashion,Small,Low,Frequent,Moderate,Afternoon,Tablet,Safari,,,,
28,Male,London,Secondary,0.135596885,3362,57,0.99733631,Video,Fashion,Small,High,Moderate,Simple,Afternoon,Mobile,Edge,,,,
23,Female,Manchester,Secondary,0.973902958,1545,130,0.2828003,Image,Sports,Medium,None,Rare,Simple,Evening,Mobile,Edge,,,,
56,Other,Leeds,Secondary,0.051717662,8003,175,0.091063737,Text,Food,Small,None,Frequent,Complex,Morning,Mobile,Safari,,,,
56,Female,London,Secondary,0.711619337,2715,249,0.567194975,Image,Fashion,Medium,High,Rare,Moderate,Morning,Desktop,Firefox,,,,
54,Other,Leeds,Secondary,0.943681528,2898,232,0.007471775,Image,Food,Small,High,Frequent,Moderate,Afternoon,Mobile,Edge,,,,
19,Other,Leeds,Secondary,0.129259547,6531,224,0.474163755,Image,Travel,Small,Low,Moderate,Complex,Morning,Tablet,Chrome,,,,
54,Male,Glasgow,Secondary,0.722264378,7671,232,0.836803791,Text,Fashion,Small,High,Moderate,Complex,Morning,Mobile,Edge,,,,
23,Other,Leeds,Secondary,0.302456598,4809,262,0.419707076,Image,Fashion,Medium,High,Rare,Moderate,Evening,Desktop,Safari,,,,
23,Female,Manchester,Secondary,0.236965018,688,126,0.203992369,Video,Travel,Large,None,Frequent,Moderate,Morning,Desktop,Chrome,,,,
56,Female,Birmingham,Post-secondary,0.852622608,5300,299,0.255655551,Image,Food,Large,High,Moderate,Simple,Afternoon,Desktop,Opera,,,,
53,Male,Birmingham,Post-secondary,0.909353692,3013,155,0.913808227,Video,Food,Large,Low,Frequent,Simple,Night,Tablet,Chrome,,,,
42,Other,Leeds,Secondary,0.347050509,2075,164,0.662212704,Video,Technology,Small,Medium,Frequent,Complex,Morning,Mobile,Opera,,,,
33,Female,Leeds,Post-secondary,0.632647537,3714,94,0.161311866,Video,Technology,Medium,Low,Frequent,Simple,Morning,Tablet,Opera,,,,
38,Other,Leeds,Secondary,0.175937634,2239,263,0.463193461,Video,Technology,Small,Low,Moderate,Simple,Evening,Desktop,Firefox,,,,
27,Female,Birmingham,Post-secondary,0.789759436,6474,138,0.614593793,Image,Food,Medium,Medium,Rare,Moderate,Morning,Mobile,Opera,,,,
22,Female,Leeds,Post-secondary,0.881239888,2535,228,0.505140411,Video,Travel,Small,Medium,Frequent,Moderate,Evening,Mobile,Chrome,,,,
42,Female,Glasgow,Secondary,0.318672352,7653,162,0.785088871,Image,Sports,Large,Medium,Frequent,Simple,Morning,Mobile,Opera,,,,
48,Female,Leeds,Secondary,0.652966984,5746,210,0.006292453,Text,Sports,Large,High,Moderate,Moderate,Night,Tablet,Safari,,,,
20,Male,Manchester,Post-secondary,0.876417698,7167,158,0.28106435,Text,Sports,Large,None,Frequent,Simple,Evening,Desktop,Opera,,,,
37,Male,Manchester,Secondary,0.015374906,3919,49,0.574590712,Image,Fashion,Large,High,Frequent,Complex,Morning,Tablet,Opera,,,,
21,Other,Birmingham,Secondary,0.855735262,7277,229,0.538899754,Image,Sports,Medium,Medium,Rare,Simple,Night,Desktop,Firefox,,,,
31,Other,Manchester,Post-secondary,0.572114344,6535,110,0.104080197,Video,Sports,Small,Low,Frequent,Complex,Night,Tablet,Edge,,,,
29,Male,Birmingham,Post-secondary,0.414015385,7090,296,0.17521611,Text,Travel,Large,None,Rare,Simple,Morning,Tablet,Opera,,,,
31,Female,Manchester,Secondary,0.522615847,4464,92,0.752958723,Text,Technology,Small,None,Frequent,Complex,Evening,Tablet,Chrome,,,,
54,Other,Birmingham,Post-secondary,0.824062008,1053,7,0.534785485,Image,Travel,Small,Medium,Frequent,Simple,Afternoon,Tablet,Firefox,,,,
35,Other,London,Post-secondary,0.72212955,8114,271,0.639967371,Video,Fashion,Small,Medium,Rare,Simple,Night,Desktop,Safari,,,,
44,Male,Manchester,Secondary,0.501264851,6849,181,0.816752221,Video,Technology,Large,Medium,Moderate,Moderate,Afternoon,Tablet,Edge,,,,
24,Other,Leeds,Secondary,0.487652326,2135,32,0.583826682,Video,Food,Large,None,Moderate,Moderate,Morning,Mobile,Chrome,,,,
52,Male,Birmingham,Secondary,0.899257713,1973,33,0.313949417,Image,Food,Medium,Medium,Frequent,Simple,Night,Mobile,Safari,,,,
39,Female,Birmingham,Secondary,0.232342204,8362,125,0.523250294,Video,Fashion,Medium,High,Rare,Complex,Evening,Tablet,Firefox,,,,
38,Other,Glasgow,Secondary,0.095701696,7473,106,0.130391695,Image,Travel,Medium,High,Moderate,Moderate,Night,Desktop,Safari,,,,
60,Female,London,Secondary,0.678638119,4410,230,0.272077232,Text,Travel,Large,Medium,Moderate,Moderate,Evening,Desktop,Edge,,,,
35,Female,London,Secondary,0.702211712,7567,124,0.655130402,Image,Food,Large,Medium,Moderate,Moderate,Afternoon,Mobile,Opera,,,,
55,Male,Leeds,Secondary,0.568386027,9373,142,0.041111001,Image,Travel,Small,Medium,Moderate,Complex,Afternoon,Tablet,Edge,,,,
